Participant ID,Game ID,Round 1,Round 2,Round 3,Disorder,Website Choice
178,1,Blood in urine. Muscle pain. Corneal opacity. Lack of sweating. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Congestive heart failure. Anemia. Persistent swelling in arm/leg. Abdominal pain,High urine protein levels. Emphysema. Achalasia. Diabetes insipidus,Fabry disease,2. Malady Help
178,2,Feeding difficulties in infancy. Recurrent fractures. Blood in urine. Anemia,Changes in coordination and speed of movements. Corneal opacity. Interstitial pulmonary abnormality. Englarged spleen,Increased bone mineral density. Osteopenia: Decreased bone density. Retinopathy. Low blood cell count,Gaucher disease,1. Collaborative Filtering
179,0,Flat feet. Dental abnormalities. Fatigue. Stretchy skin. Scoliosis,Migraine. Frequent joint dislocation. Constipation. Osteoarthritis,Abnormal anus or rectum. Joint pain. Malabsorption. Gastrointestinal dysmotility,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
179,1,Mini-stroke. Blood in urine. Abdominal pain. Hearing impairment. Fatigue,Anorexia. Corneal opacity. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Picture: Conjunctival telangiectasia. Seizure,Abnormal aortic valve morphology. Emphysema. Corneal dystrophy. Left ventricular hypertrophy. Abnormal myocardium morphology,Fabry disease,1. Collaborative Filtering
179,2,Misalignment of the eyes. Developmental regression. Recurrent fractures. Fever,Fatigue. Joint pain. Anemia. Increased antibody level in blood,Cherry red spot of the macula. Low blood cell count. Increased bone mineral density. Generalized myoclonic seizures,Gaucher disease,3. Google Custom
180,0,Dental abnormalities. Foot deformity. Gum enlargement. Soft skin. Joint hyperflexibility. Tendon rupture,Vertigo. Persistent blue hands/feet. Stretchy skin. Depressivity. Fatigue. Joint pain,Breathing stops (episodes). Arrhythmia. Nausea and vomiting. Keratoconus. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
180,1,Fatigue. Anemia. Anorexia. Blurred vision,Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Behavioral abnormality. Picture: Subcutaneous nodule (skin lesion). Mitral regurgitation,Emphysema. Nephrotic syndrome. Renal insufficiency. Corneal dystrophy,Fabry disease,2. Malady Help
180,2,Delayed puberty. Delayed skeletal maturation. Recurrent fractures. Paralysis or weakness of one side of the body. Abdominal pain. Bleeding gums,Decreased muscle tone. Abnormal skin pigmentation. Joint stiffness. Fever. Anemia. Generalized myoclonic seizures,Enlarged liver. Ataxia. Englarged spleen. Scarring of liver caused by chronic liver disease. Abnormality of the skeletal system,Gaucher disease,1. Collaborative Filtering
181,0,Gum enlargement. Flat feet. Small teeth. Migraine. Constipation,Soft skin. Thin skin. Malabsorption. Stretchy skin. Joint hyperflexibility,Decreased fertility. Muscle pain. Arrhythmia. Umbilical hernia. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
181,1,Picture: coarse facial features. Picture: Subcutaneous nodule (skin lesion). Developmental regression. Spider veins. Congestive heart failure,Lack of sweating. Fatigue. Progressive airflow obstruction. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Cognitive impairment,Emphysema. Malabsorption. High blood pressure. Abnormal myocardium morphology. Optic atrophy,Fabry disease,2. Malady Help
181,2,Misalignment of the eyes. Delayed skeletal maturation. Bleeding gums. Changes in coordination and speed of movements. Joint dislocation,Recurrent fractures. Double vision. Susceptable to bleeding. Anemia. Enlarged liver,Replacement of normal lung tissues by fibroblasts and collagen. Hydrocephalus (too much cerebrospinal fluid in the brain). Cranial nerve paralysis. Bone death due to lack of blood supply. Pulmonary arterial hypertension: High blood pressure in lungs,Gaucher disease,1. Collaborative Filtering
182,0,Gum abnormalities. Foot deformity. Decreased fertility. Nausea and vomiting. Joint hyperflexibility,Stretchy skin. Tendon rupture. Thin skin. Arrhythmia. Constipation,Fatigue. Malabsorption. Muscle pain. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
182,1,Thickened skin. Behavioral abnormality. Arthritis. Picture: Conjunctival telangiectasia. Picture: Angiokeratoma (small raised dark-red spot). Mini-stroke,Spider veins. Anemia. Developmental regression. Chest pain. Picture: Subcutaneous nodule (skin lesion). Abdominal pain,Optic atrophy. High blood pressure. Corneal dystrophy. Malabsorption. Glomerulopathy (diseased blood vessels in the kidneys),Fabry disease,1. Collaborative Filtering
182,2,Delayed puberty. Short stature. Susceptable to bleeding. Changes in coordination and speed of movements. Double vision,Developmental regression. Depressivity. Hydrocephalus (too much cerebrospinal fluid in the brain). Abnormality of the skeletal system. Osteopenia: Decreased bone density,Englarged spleen. Abnormal myocardium morphology. Calcium deposits in the mitral valve. Cranial nerve paralysis,Gaucher disease,3. Google Custom
183,0,Sleep disturbance. Foot deformity. Joint pain. Limitation of joint mobility. Nausea and vomiting,Vertigo. Joint hyperflexibility. Soft skin. Tingling/pins and needles. Menstrual abnormalities (frequency heaviness irregularity),Stretchy skin. Osteoarthritis. Decreased nerve conduction velocity. Poorly functioning veins,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
183,1,Picture: thick lower lip. Cognitive impairment. Seizure. Arthritis. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Congestive heart failure. Picture: Angiokeratoma (small raised dark-red spot). Picture: Subcutaneous nodule (skin lesion). Thickened skin. Anorexia,Atrioventricular block. Emphysema. Malabsorption. Corneal dystrophy. Abnormal renal tubule morphology,Fabry disease,1. Collaborative Filtering
183,2,Abnormal bone structure. Short stature. Abdominal pain. Joint dislocation. Corneal opacity. Depressivity,Anemia. Recurrent fractures. Decreased muscle tone. Joint pain. Low platelet count,Bone death due to lack of blood supply. Abnormality of the skeletal system. Abnormal macular morphology. Enlarged liver. Calcium deposits in the aortic valve,Gaucher disease,2. Malady Help
184,0,Small teeth. Flat feet. Fatigue. Joint pain. Dry eyes,Muscle pain. Joint hyperflexibility. Soft skin. Thin skin. Inguinal hernia,Constipation. Stretchy skin. Frequent joint dislocation. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
184,1,Lack of sweating. Abdominal pain. Arthritis. Nausea and vomiting. Thickened skin,Picture: Subcutaneous nodule (skin lesion). Corneal opacity. Picture: Angiokeratoma (small raised dark-red spot). Arrhythmia. High urine protein levels,Bundle branch block. Abnormal aortic valve morphology. Kidney damage/Kidney disease. Renal insufficiency,Fabry disease,3. Google Custom
184,2,Short stature. Feeding difficulties in infancy. Depressivity. Anemia. Fever. Abdominal pain,Paralysis or weakness of one side of the body. Difficulty swallowing. Corneal opacity. Involuntary movements. Hearing impairment. Scarring of liver caused by chronic liver disease,Retinopathy. Osteopenia: Decreased bone density. Ataxia. Bone death due to lack of blood supply. Englarged spleen. Enlarged liver,Gaucher disease,2. Malady Help
185,0,Prominent eye folds. Drooping upper eyelid. Foot deformity. Genital hernia. Tendon rupture. Muscle pain,Limitation of joint mobility. Fatigue. Nausea and vomiting. Malabsorption. Frequent joint dislocation. Thin skin,Joint pain. Soft skin. Tingling/pins and needles. Breathing stops (episodes). Extra bones in the cranium. Poorly functioning veins,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
185,1,Delayed puberty. Corneal opacity. Thickened skin. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Anxiety. Spider veins. Lack of sweating,Fatigue. Congestive heart failure. Picture: Subcutaneous nodule (skin lesion). Picture: Conjunctival telangiectasia. Cognitive impairment. Abdominal pain,Emphysema. Kidney damage/Kidney disease. Abnormal aortic valve morphology. Cataract. Renal insufficiency. Mitral regurgitation,Fabry disease,3. Google Custom
185,2,Abnormal bone structure. Feeding difficulties in infancy. Depressivity. Anemia. Blood in urine,Bleeding gums. Fatigue. Breathing difficulties. Elevated C-reactive protein level,Abnormal myocardium morphology. Abnormality of the skeletal system. Hepatitis. Osteopenia: Decreased bone density,Gaucher disease,2. Malady Help
186,0,Sleep disturbance. Gum abnormalities. Fatigue. Unusual scars. Joint pain,Stretchy skin. Frequent joint dislocation. Depressivity. Thin skin. Malabsorption,Persistent blue hands/feet. Limitation of joint mobility. Muscle pain. Decreased fertility. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
186,1,Delayed puberty. Muscle pain. Anorexia. Anemia. Picture: Conjunctival telangiectasia. Lack of sweating. Thickened skin,Congestive heart failure. Abdominal pain. Picture: Subcutaneous nodule (skin lesion). Arthritis. Picture: Angiokeratoma (small raised dark-red spot). Nephrotic syndrome,High urine protein levels. Renal insufficiency. Atrioventricular block. Abnormal myocardium morphology. Abnormal aortic valve morphology. Corneal dystrophy,Fabry disease,1. Collaborative Filtering
186,2,Delayed skeletal maturation. Feeding difficulties in infancy. Developmental regression. Joint stiffness. Fatigue. Anemia,Abdominal pain. Joint pain. Changes in coordination and speed of movements. Cherry red spot of the macula. Osteopenia: Decreased bone density. Ataxia,Increased antibody level in blood. Hydrocephalus (too much cerebrospinal fluid in the brain). Bone death due to lack of blood supply. Generalized myoclonic seizures. Abnormal pericardium morphology,Gaucher disease,2. Malady Help
187,0,Gum enlargement. Foot deformity. Migraine. Joint pain,Malabsorption. Nausea and vomiting. Frequent joint dislocation. Abnormal anus or rectum,Persistent blue hands/feet. Fatigue. Depressivity. Gastrointestinal dysmotility,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
187,1,Picture: Angiokeratoma (small raised dark-red spot). Arthritis. Fatigue. Joint pain. Blood in urine. Anorexia,Lack of sweating. Thickened skin. Picture: Subcutaneous nodule (skin lesion). Seizure. Muscle pain,Optic atrophy. Nephrotic syndrome. Cataract. Corneal dystrophy. Kidney damage/Kidney disease,Fabry disease,2. Malady Help
187,2,Delayed puberty. Fatigue. Decreased muscle tone. Joint dislocation,Fever. Involuntary movements. Generalized myoclonic seizures. Bilateral tonic-clonic seizure,Calcium deposits in the mitral valve. Cherry red spot of the macula. Calcium deposits in the aortic valve,Gaucher disease,3. Google Custom
188,0,Small teeth. Foot deformity. Inflamed gums. Joint hyperflexibility,Osteoarthritis. Persistent blue hands/feet. Constipation. Frequent joint dislocation,Thin skin. Migraine. Joint pain. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
188,1,Picture: thick lower lip. Hearing impairment. Cognitive impairment. Breathing difficulties. Mini-stroke,Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Lack of sweating. Corneal opacity. Thickened skin. Nephrotic syndrome,Cataract. Corneal dystrophy. Renal insufficiency. Mitral regurgitation,Fabry disease,1. Collaborative Filtering
188,2,Abnormal bone structure. Feeding difficulties in infancy. Developmental regression. Recurrent fractures. Corneal opacity. Changes in coordination and speed of movements,Difficulty swallowing. Fatigue. Susceptable to bleeding. Paralysis or weakness of one side of the body. Abdominal pain. Cranial nerve paralysis,Bone infection. Osteopenia: Decreased bone density. Abnormal heart valve morphology. Pulmonary arterial hypertension: High blood pressure in lungs. Ataxia,Gaucher disease,3. Google Custom
189,0,Abnormal palate (roof of the mouth). Flat feet. Muscle pain. Genital hernia. Constipation,Nausea and vomiting. Depressivity. Stretchy skin. Unusual scars. Fatigue,Dry eyes. Soft skin. Decreased fertility. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
189,1,Delayed puberty. Fatigue. Thickened skin. Anemia. Hearing impairment,Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Nausea and vomiting. Anorexia. Cognitive impairment. Blurred vision,Corneal opacity. Nephrotic syndrome. Kidney damage/Kidney disease. Abnormal renal tubule morphology. Mitral regurgitation,Fabry disease,1. Collaborative Filtering
189,2,Short stature. Misalignment of the eyes. Double vision. Anemia. Recurrent fractures,Bone pain. Fatigue. Changes in coordination and speed of movements. Abdominal pain. Cherry red spot of the macula,Englarged spleen. Increased antibody level in blood. Enlarged liver. Elevated C-reactive protein level. Ataxia,Gaucher disease,2. Malady Help
190,0,Sleep disturbance. Foot deformity. Thin skin. Acid reflux,Fatigue. Arrhythmia. Soft skin,Joint hyperflexibility. Malabsorption. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
190,1,Joint pain. Seizure. Muscle pain. Thickened skin. Blood in urine. Spider veins,Anemia. Behavioral abnormality. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Nausea and vomiting. Optic atrophy,Corneal dystrophy. Abnormality of femur morphology. Abnormality of the endocardium. Atrioventricular block. Kidney damage/Kidney disease,Fabry disease,1. Collaborative Filtering
